Kanji	Reading	Romaji	Type	Uncommon?	Variation of
句	ク	KU	On		
苦	ク	KU	On		
苦	くる.しい	kuru.shii	Kun		
苦	くる.しむ	kuru.shimu	Kun		
苦	くる.しめる	kuru.shimeru	Kun		
苦	にが.い	niga.i	Kun		
苦	にが.る	niga.ru	Kun		
駆	ク	KU	On		
駆	か.ける	ka.keru	Kun		
駆	か.る	ka.ru	Kun		
具	グ	GU	On		
惧	グ	GU	On		
愚	グ	GU	On		
愚	おろ.か	oro.ka	Kun		
空	クウ	KUU	On		
空	そら	sora	Kun		
空	あ.く	a.ku	Kun		
空	あ.ける	a.keru	Kun		
空	から	kara	Kun		
偶	グウ	GUU	On		
遇	グウ	GUU	On		
隅	グウ	GUU	On		
隅	すみ	sumi	Kun		
串	くし	kushi	Kun		
屈	クツ	KUTSU	On		
掘	クツ	KUTSU	On		
掘	ほ.る	ho.ru	Kun		
窟	クツ	KUTSU	On		
熊	くま	kuma	Kun		
繰	く.る	ku.ru	Kun		
君	クン	KUN	On		
君	きみ	kimi	Kun		
訓	クン	KUN	On		
勲	クン	KUN	On		
薫	クン	KUN	On		
薫	かお.る	kao.ru	Kun		
軍	グン	GUN	On		
郡	グン	GUN	On		
群	グン	GUN	On		
群	む.れる	mu.reru	Kun		
群	む.れ	mu.re	Kun		
群	むら	mura	Kun	Y	
兄	ケイ	KEI	On		
兄	キョウ	KYOU	On	Y	
兄	あに	ani	Kun		
刑	ケイ	KEI	On		
形	ケイ	KEI	On		
形	ギョウ	GYOU	On		
形	かた	kata	Kun		
形	かたち	katachi	Kun		
系	ケイ	KEI	On		
径	ケイ	KEI	On		
茎	ケイ	KEI	On		
茎	くき	kuki	Kun		
係	ケイ	KEI	On		
係	かか.る	kaka.ru	Kun		
係	かかり	kakari	Kun		
型	ケイ	KEI	On		
型	かた	kata	Kun		
契	ケイ	KEI	On		
契	ちぎ.る	chigi.ru	Kun		
計	ケイ	KEI	On		
計	はか.る	haka.ru	Kun		
計	はか.らう	haka.rau	Kun		
恵	ケイ	KEI	On		
恵	エ	E	On		
恵	めぐ.む	megu.mu	Kun		
啓	ケイ	KEI	On		
掲	ケイ	KEI	On		
掲	かか.げる	kaka.geru	Kun		
渓	ケイ	KEI	On		
経	ケイ	KEI	On		
経	キョウ	KYOU	On		
経	へ.る	he.ru	Kun		
蛍	ケイ	KEI	On		
蛍	ほたる	hotaru	Kun		
敬	ケイ	KEI	On		
敬	うやま.う	uyama.u	Kun		
景	ケイ	KEI	On		
軽	ケイ	KEI	On		
軽	かる.い	karu.i	Kun		
軽	かろ.やか	karo.yaka	Kun		
傾	ケイ	KEI	On		
傾	かたむ.く	katamu.ku	Kun		
傾	かたむ.ける	katamu.keru	Kun		
携	ケイ	KEI	On		
携	たずさ.える	tazusa.eru	Kun		
携	たずさ.わる	tazusa.waru	Kun		
継	ケイ	KEI	On		
継	つ.ぐ	tsu.gu	Kun		
詣	ケイ	KEI	On		
詣	もうで.る	moude.ru	Kun		
詣	もう.でる	mou.deru	Kun		
慶	ケイ	KEI	On		
憬	ケイ	KEI	On		
稽	ケイ	KEI	On		
憩	ケイ	KEI	On		
憩	いこ.い	iko.i	Kun		
憩	いこ.う	iko.u	Kun		
警	ケイ	KEI	On		
鶏	ケイ	KEI	On		
鶏	にわとり	niwatori	Kun		
芸	ゲイ	GEI	On		
迎	ゲイ	GEI	On		
迎	むか.える	muka.eru	Kun		
鯨	ゲイ	GEI	On		
鯨	くじら	kujira	Kun		
隙	ゲキ	GEKI	On		
隙	すき	suki	Kun		
劇	ゲキ	GEKI	On		
撃	ゲキ	GEKI	On		
撃	う.つ	u.tsu	Kun		
激	ゲキ	GEKI	On		
激	はげ.しい	hage.shii	Kun		
桁	けた	keta	Kun		
欠	ケツ	KETSU	On		
欠	か.ける	ka.keru	Kun		
欠	か.く	ka.ku	Kun		
穴	ケツ	KETSU	On		
穴	あな	ana	Kun		
血	ケツ	KETSU	On		
血	ち	chi	Kun		
決	ケツ	KETSU	On		
決	き.める	ki.meru	Kun		
決	き.まる	ki.maru	Kun		
結	ケツ	KETSU	On		
結	むす.ぶ	musu.bu	Kun		
結	ゆ.う	yu.u	Kun		
結	ゆ.わえる	yu.waeru	Kun		
傑	ケツ	KETSU	On		
潔	ケツ	KETSU	On		
潔	いさぎよ.い	isagiyo.i	Kun		
月	ゲツ	GETSU	On		
月	ガツ	GATSU	On		
月	つき	tsuki	Kun		
犬	ケン	KEN	On		
犬	いぬ	inu	Kun		
件	ケン	KEN	On		
見	ケン	KEN	On		
見	み.る	mi.ru	Kun		
見	み.える	mi.eru	Kun		
見	み.せる	mi.seru	Kun		
券	ケン	KEN	On		
肩	ケン	KEN	On		
肩	かた	kata	Kun		
建	ケン	KEN	On		
建	コン	KON	On	Y	
建	たて.る	tate.ru	Kun		
建	た.てる	ta.teru	Kun		
建	た.つ	ta.tsu	Kun		
研	ケン	KEN	On		
研	と.ぐ	to.gu	Kun		
県	ケン	KEN	On		
倹	ケン	KEN	On		
兼	ケン	KEN	On		
兼	か.ねる	ka.neru	Kun		
剣	ケン	KEN	On		
剣	つるぎ	tsurugi	Kun		
拳	ケン	KEN	On		
拳	こぶし	kobushi	Kun		
軒	ケン	KEN	On		
軒	のき	noki	Kun		
健	ケン	KEN	On		
健	すこ.やか	suko.yaka	Kun		
険	ケン	KEN	On		
険	けわ.しい	kewa.shii	Kun		
圏	ケン	KEN	On		
堅	ケン	KEN	On		
堅	かた.い	kata.i	Kun		
検	ケン	KEN	On		
嫌	ケン	KEN	On		
嫌	ゲン	GEN	On	Y	
嫌	きら.う	kira.u	Kun		
嫌	いや	iya	Kun		
献	ケン	KEN	On		
献	コン	KON	On	Y	
絹	ケン	KEN	On		
絹	きぬ	kinu	Kun		
遣	ケン	KEN	On		
遣	つか.う	tsuka.u	Kun		
遣	つか.わす	tsuka.wasu	Kun		
権	ケン	KEN	On		
権	ゴン	GON	On	Y	
憲	ケン	KEN	On		
賢	ケン	KEN	On		
賢	かしこ.い	kashiko.i	Kun		
謙	ケン	KEN	On		
鍵	ケン	KEN	On		
鍵	かぎ	kagi	Kun		
繭	ケン	KEN	On		
繭	まゆ	mayu	Kun		
顕	ケン	KEN	On		
験	ケン	KEN	On		
験	ゲン	GEN	On	Y	
懸	ケン	KEN	On		
懸	ケ	KE	On	Y	
懸	か.ける	ka.keru	Kun		
懸	か.かる	ka.karu	Kun		
元	ゲン	GEN	On		
元	ガン	GAN	On		
元	もと	moto	Kun		
幻	ゲン	GEN	On		
幻	まぼろし	maboroshi	Kun		
玄	ゲン	GEN	On		
言	ゲン	GEN	On		
言	ゴン	GON	On		
言	い.う	i.u	Kun		
言	こと	koto	Kun		
弦	ゲン	GEN	On		
弦	つる	tsuru	Kun		
限	ゲン	GEN	On		
限	かぎ.る	kagi.ru	Kun		
原	ゲン	GEN	On		
原	はら	hara	Kun		
現	ゲン	GEN	On		
現	あらわ.れる	arawa.reru	Kun		
現	あらわ.す	arawa.su	Kun		
舷	ゲン	GEN	On		
減	ゲン	GEN	On		
減	へ.る	he.ru	Kun		
減	へ.らす	he.rasu	Kun		
源	ゲン	GEN	On		
源	みなもと	minamoto	Kun		
厳	ゲン	GEN	On		
厳	ゴン	GON	On	Y	
厳	おごそ.か	ogoso.ka	Kun		
厳	きび.しい	kibi.shii	Kun		
己	コ	KO	On		
己	キ	KI	On		
己	おのれ	onore	Kun		
戸	コ	KO	On		
戸	と	to	Kun		
古	コ	KO	On		
古	ふる.い	furu.i	Kun		
古	ふる.す	furu.su	Kun		
呼	コ	KO	On		
呼	よ.ぶ	yo.bu	Kun		
固	コ	KO	On		
固	かた.める	kata.meru	Kun		
固	かた.まる	kata.maru	Kun		
固	かた.い	kata.i	Kun		
股	コ	KO	On		
股	また	mata	Kun		
虎	コ	KO	On		
虎	とら	tora	Kun		
孤	コ	KO	On		
弧	コ	KO	On		
故	コ	KO	On		
故	ゆえ	yue	Kun		
枯	コ	KO	On		
枯	か.れる	ka.reru	Kun		
枯	か.らす	ka.rasu	Kun		
個	コ	KO	On		
庫	コ	KO	On		
庫	ク	KU	On	Y	
湖	コ	KO	On		
湖	みずうみ	mizuumi	Kun		
雇	コ	KO	On		
雇	やと.う	yato.u	Kun		
誇	コ	KO	On		
誇	ほこ.る	hoko.ru	Kun		
鼓	コ	KO	On		
鼓	つづみ	tsudumi	Kun		
錮	コ	KO	On		
顧	コ	KO	On		
顧	かえり.みる	kaeri.miru	Kun		
五	ゴ	GO	On		
五	いつ	itsu	Kun		
五	いつ.つ	itsu.tsu	Kun		
互	ゴ	GO	On		
互	たが.い	taga.i	Kun		
午	ゴ	GO	On		
呉	ゴ	GO	On		
後	ゴ	GO	On		
後	コウ	KOU	On		
後	のち	nochi	Kun		
後	うし.ろ	ushi.ro	Kun		
後	あと	ato	Kun		
後	おく.れる	oku.reru	Kun		
娯	ゴ	GO	On		
悟	ゴ	GO	On		
悟	さと.る	sato.ru	Kun		
碁	ゴ	GO	On		
語	ゴ	GO	On		
語	かた.る	kata.ru	Kun		
語	かた.らう	kata.rau	Kun		
誤	ゴ	GO	On		
誤	あやま.る	ayama.ru	Kun		
護	ゴ	GO	On		
口	コウ	KOU	On		
口	ク	KU	On		
口	くち	kuchi	Kun		
工	コウ	KOU	On		
工	ク	KU	On		
公	コウ	KOU	On		
公	おおやけ	ooyake	Kun		
勾	コウ	KOU	On		
孔	コウ	KOU	On		
功	コウ	KOU	On		
功	ク	KU	On	Y	
巧	コウ	KOU	On		
巧	たく.み	taku.mi	Kun		
広	コウ	KOU	On		
広	ひろ.い	hiro.i	Kun		
広	ひろ.まる	hiro.maru	Kun		
広	ひろ.める	hiro.meru	Kun		
広	ひろ.がる	hiro.garu	Kun		
広	ひろ.げる	hiro.geru	Kun		
甲	コウ	KOU	On		
甲	カン	KAN	On		
交	コウ	KOU	On		
交	まじ.わる	maji.waru	Kun		
交	まじ.える	maji.eru	Kun		
交	ま.じる	ma.jiru	Kun		
交	ま.ざる	ma.zaru	Kun		
交	ま.ぜる	ma.zeru	Kun		
交	か.う	ka.u	Kun		
交	か.わす	ka.wasu	Kun		
光	コウ	KOU	On		
光	ひか.る	hika.ru	Kun		
光	ひかり	hikari	Kun		
向	コウ	KOU	On		
向	む.く	mu.ku	Kun		
向	む.ける	mu.keru	Kun		
向	む.かう	mu.kau	Kun		
向	む.こう	mu.kou	Kun		
后	コウ	KOU	On		
好	コウ	KOU	On		
好	この.む	kono.mu	Kun		
好	す.く	su.ku	Kun		
江	コウ	KOU	On		
江	え	e	Kun		
考	コウ	KOU	On		
考	かんが.える	kanga.eru	Kun		
行	コウ	KOU	On		
行	ギョウ	GYOU	On		
行	アン	AN	On	Y	
行	い.く	i.ku	Kun		
行	ゆ.く	yu.ku	Kun		
行	おこな.う	okona.u	Kun		
坑	コウ	KOU	On		
孝	コウ	KOU	On		
抗	コウ	KOU	On		
攻	コウ	KOU	On		
攻	せ.める	se.meru	Kun		
更	コウ	KOU	On		
更	さら	sara	Kun		
更	ふ.ける	fu.keru	Kun		
更	ふ.かす	fu.kasu	Kun		
効	コウ	KOU	On		
効	き.く	ki.ku	Kun		
幸	コウ	KOU	On		
幸	さいわ.い	saiwa.i	Kun		
幸	さち	sachi	Kun		
幸	しあわ.せ	shiawa.se	Kun		
拘	コウ	KOU	On		
肯	コウ	KOU	On		
侯	コウ	KOU	On		
厚	コウ	KOU	On		
厚	あつ.い	atsu.i	Kun		
恒	コウ	KOU	On		
洪	コウ	KOU	On		
皇	コウ	KOU	On		
皇	オウ	OU	On		
紅	コウ	KOU	On		
紅	ク	KU	On	Y	
紅	べに	beni	Kun		
紅	くれない	kurenai	Kun		
荒	コウ	KOU	On		
荒	あら.い	ara.i	Kun		
荒	あ.れる	a.reru	Kun		
荒	あ.らす	a.rasu	Kun		
郊	コウ	KOU	On		
香	コウ	KOU	On		
香	キョウ	KYOU	On	Y	
香	か	ka	Kun		
香	かお.り	kao.ri	Kun		
香	かお.る	kao.ru	Kun		
候	コウ	KOU	On		
候	そうろう	sourou	Kun		
校	コウ	KOU	On		
耕	コウ	KOU	On		
耕	たがや.す	tagaya.su	Kun		
航	コウ	KOU	On		
貢	コウ	KOU	On		
貢	ク	KU	On	Y	
貢	みつ.ぐ	mitsu.gu	Kun		
降	コウ	KOU	On		
降	お.りる	o.riru	Kun		
降	お.ろす	o.rosu	Kun		
降	ふ.る	fu.ru	Kun		
高	コウ	KOU	On		
高	たか.い	taka.i	Kun		
高	たか	taka	Kun		
高	たか.まる	taka.maru	Kun		
高	たか.める	taka.meru	Kun		
康	コウ	KOU	On		
控	コウ	KOU	On		
控	ひか.える	hika.eru	Kun		
梗	コウ	KOU	On		
黄	コウ	KOU	On		
黄	オウ	OU	On		
黄	き	ki	Kun		
黄	こ	ko	Kun	Y	
喉	コウ	KOU	On		
喉	のど	nodo	Kun		
慌	コウ	KOU	On		
慌	あわ.てる	awa.teru	Kun		
慌	あわ.ただしい	awa.tadashii	Kun		
港	コウ	KOU	On		
港	みなと	minato	Kun		
硬	コウ	KOU	On		
硬	かた.い	kata.i	Kun		
絞	コウ	KOU	On		
絞	しぼ.る	shibo.ru	Kun		
絞	し.める	shi.meru	Kun		
絞	し.まる	shi.maru	Kun		
項	コウ	KOU	On		
溝	コウ	KOU	On		
溝	みぞ	mizo	Kun		
鉱	コウ	KOU	On		
構	コウ	KOU	On		
構	かま.える	kama.eru	Kun		
構	かま.う	kama.u	Kun		
綱	コウ	KOU	On		
綱	つな	tsuna	Kun		
酵	コウ	KOU	On		
稿	コウ	KOU	On		
興	コウ	KOU	On		
興	キョウ	KYOU	On		
興	おこ.る	oko.ru	Kun		
興	おこ.す	oko.su	Kun		
衡	コウ	KOU	On		
鋼	コウ	KOU	On		
鋼	はがね	hagane	Kun		
講	コウ	KOU	On		
購	コウ	KOU	On		
乞	こ.う	ko.u	Kun		
号	ゴウ	GOU	On		
合	ゴウ	GOU	On		
合	ガッ	GAXTSU	On		
合	カッ	KAXTSU	On	Y	
合	あ.う	a.u	Kun		
合	あ.わす	a.wasu	Kun		
合	あ.わせる	a.waseru	Kun		
拷	ゴウ	GOU	On		
剛	ゴウ	GOU	On		
傲	ゴウ	GOU	On		
豪	ゴウ	GOU	On		
克	コク	KOKU	On		
告	コク	KOKU	On		
告	つ.げる	tsu.geru	Kun		
谷	コク	KOKU	On		
谷	たに	tani	Kun		
刻	コク	KOKU	On		
刻	きざ.む	kiza.mu	Kun		
国	コク	KOKU	On		
国	くに	kuni	Kun		
黒	コク	KOKU	On		
黒	くろ	kuro	Kun		
黒	くろ.い	kuro.i	Kun		
穀	コク	KOKU	On		
酷	コク	KOKU	On		
獄	ゴク	GOKU	On		
骨	コツ	KOTSU	On		
骨	ほね	hone	Kun		
駒	こま	koma	Kun		
込	こ.む	ko.mu	Kun		
込	こ.める	ko.meru	Kun		
頃	ころ	koro	Kun		
今	コン	KON	On		
今	キン	KIN	On		
今	いま	ima	Kun		
困	コン	KON	On		
困	こま.る	koma.ru	Kun		
昆	コン	KON	On		
恨	コン	KON	On		
恨	うら.む	ura.mu	Kun		
恨	うら.めしい	ura.meshii	Kun		
根	コン	KON	On		
根	ね	ne	Kun		
婚	コン	KON	On		
混	コン	KON	On		
混	ま.じる	ma.jiru	Kun		
混	ま.ざる	ma.zaru	Kun		
混	ま.ぜる	ma.zeru	Kun		
混	こ.む	ko.mu	Kun		
痕	コン	KON	On		
痕	あと	ato	Kun		
紺	コン	KON	On		
魂	コン	KON	On		
魂	たましい	tamashii	Kun		
墾	コン	KON	On		
懇	コン	KON	On		
懇	ねんご.ろ	nengo.ro	Kun		
左	サ	SA	On		
左	ひだり	hidari	Kun		
佐	サ	SA	On		
沙	サ	SA	On		
査	サ	SA	On		
砂	サ	SA	On		
砂	シャ	SHA	On		
砂	すな	suna	Kun		
唆	サ	SA	On		
唆	そそのか.す	sosonoka.su	Kun		
差	サ	SA	On		
差	さ.す	sa.su	Kun		
詐	サ	SA	On		
鎖	サ	SA	On		
鎖	くさり	kusari	Kun		
座	ザ	ZA	On		
座	すわ.る	suwa.ru	Kun		
挫	ザ	ZA	On		
才	サイ	SAI	On		
再	サイ	SAI	On		
再	サ	SA	On	Y	
再	ふたた.び	futata.bi	Kun		
災	サイ	SAI	On		
災	わざわ.い	wazawa.i	Kun		
妻	サイ	SAI	On		
妻	つま	tsuma	Kun		
采	サイ	SAI	On		
砕	サイ	SAI	On		
砕	くだ.く	kuda.ku	Kun		
砕	くだ.ける	kuda.keru	Kun		
宰	サイ	SAI	On		
栽	サイ	SAI	On		
彩	サイ	SAI	On		
彩	いろど.る	irodo.ru	Kun		
採	サイ	SAI	On		
採	と.る	to.ru	Kun		
済	サイ	SAI	On		
済	す.む	su.mu	Kun		
済	す.ます	su.masu	Kun		
祭	サイ	SAI	On		
祭	まつ.る	matsu.ru	Kun		
祭	まつ.り	matsu.ri	Kun		
斎	サイ	SAI	On		
細	サイ	SAI	On		
細	ほそ.い	hoso.i	Kun		
細	ほそ.る	hoso.ru	Kun		
細	こま.か	koma.ka	Kun		
細	こま.かい	koma.kai	Kun		
菜	サイ	SAI	On		
菜	な	na	Kun		
最	サイ	SAI	On		
最	もっと.も	motto.mo	Kun		
裁	サイ	SAI	On		
裁	た.つ	ta.tsu	Kun		
裁	さば.く	saba.ku	Kun		
債	サイ	SAI	On		
催	サイ	SAI	On		
催	もよお.す	moyoo.su	Kun		
塞	サイ	SAI	On		
塞	ソク	SOKU	On		
塞	ふさ.ぐ	fusa.gu	Kun		
塞	ふさ.がる	fusa.garu	Kun		
歳	サイ	SAI	On		
歳	セイ	SEI	On	Y	
載	サイ	SAI	On		
載	の.せる	no.seru	Kun		
載	の.る	no.ru	Kun		
際	サイ	SAI	On		
際	きわ	kiwa	Kun		
埼	さい	sai	Kun	Y	
在	ザイ	ZAI	On		
在	あ.る	a.ru	Kun		
材	ザイ	ZAI	On		
剤	ザイ	ZAI	On		
財	ザイ	ZAI	On		
財	サイ	SAI	On	Y	
罪	ザイ	ZAI	On		
罪	つみ	tsumi	Kun		
崎	さき	saki	Kun		
作	サク	SAKU	On		
作	サ	SA	On		
作	つく.る	tsuku.ru	Kun		
削	サク	SAKU	On		
削	けず.る	kezu.ru	Kun		
昨	サク	SAKU	On		
柵	サク	SAKU	On		
索	サク	SAKU	On		
策	サク	SAKU	On		
酢	サク	SAKU	On		
酢	す	su	Kun		
搾	サク	SAKU	On		
搾	しぼ.る	shibo.ru	Kun		
錯	サク	SAKU	On		
咲	さ.く	sa.ku	Kun		
冊	サツ	SATSU	On		
冊	サク	SAKU	On		
札	サツ	SATSU	On		
札	ふだ	fuda	Kun		
刷	サツ	SATSU	On		
刷	す.る	su.ru	Kun		
刹	サツ	SATSU	On		
刹	セツ	SETSU	On		
拶	サツ	SATSU	On		
殺	サツ	SATSU	On		
殺	サイ	SAI	On	Y	
殺	セツ	SETSU	On	Y	
殺	ころ.す	koro.su	Kun		
察	サツ	SATSU	On		
撮	サツ	SATSU	On		
撮	と.る	to.ru	Kun		
擦	サツ	SATSU	On		
擦	す.る	su.ru	Kun		
擦	す.れる	su.reru	Kun		
雑	ザツ	ZATSU	On		
雑	ゾウ	ZOU	On		
皿	さら	sara	Kun		
三	サン	SAN	On		
三	みっ	mixtsu	Kun		み
三	み	mi	Kun		
三	み.つ	mi.tsu	Kun		
三	みっ.つ	mixtsu.tsu	Kun		
山	サン	SAN	On		
山	やま	yama	Kun		
参	サン	SAN	On		
参	まい.る	mai.ru	Kun		
桟	サン	SAN	On		
蚕	サン	SAN	On		
蚕	かいこ	kaiko	Kun		
惨	サン	SAN	On		
惨	ザン	ZAN	On		
惨	みじ.め	miji.me	Kun		
産	サン	SAN	On		
産	う.む	u.mu	Kun		
産	う.まれる	u.mareru	Kun		
産	うぶ	ubu	Kun		
傘	サン	SAN	On		
傘	かさ	kasa	Kun		
散	サン	SAN	On		
散	ち.る	chi.ru	Kun		
散	ち.らす	chi.rasu	Kun		
散	ち.らかす	chi.rakasu	Kun		
散	ち.らかる	chi.rakaru	Kun		
算	サン	SAN	On		
酸	サン	SAN	On		
酸	す.い	su.i	Kun		
賛	サン	SAN	On		
残	ザン	ZAN	On		
残	のこ.る	noko.ru	Kun		
残	のこ.す	noko.su	Kun		
斬	ザン	ZAN	On		
斬	き.る	ki.ru	Kun		
暫	ザン	ZAN	On		
士	シ	SHI	On		
子	シ	SHI	On		
子	ス	SU	On		
子	こ	ko	Kun		
支	シ	SHI	On		
支	ささ.える	sasa.eru	Kun		
止	シ	SHI	On		
止	と.まる	to.maru	Kun		
止	と.める	to.meru	Kun		
氏	シ	SHI	On		
氏	うじ	uji	Kun		
仕	シ	SHI	On		
仕	ジ	JI	On	Y	
仕	つか.える	tsuka.eru	Kun		
史	シ	SHI	On		
司	シ	SHI	On		
四	シ	SHI	On		
四	よっ	yoxtsu	Kun		よ
四	よ	yo	Kun		
四	よ.つ	yo.tsu	Kun		
四	よっ.つ	yoxtsu.tsu	Kun		
四	よん	yon	Kun		
市	シ	SHI	On		
市	いち	ichi	Kun		
矢	シ	SHI	On		
矢	や	ya	Kun		
旨	シ	SHI	On		
旨	むね	mune	Kun		
死	シ	SHI	On		
死	し.ぬ	shi.nu	Kun		
糸	シ	SHI	On		
糸	いと	ito	Kun		
至	シ	SHI	On		
至	いた.る	ita.ru	Kun		
伺	シ	SHI	On		
伺	うかが.う	ukaga.u	Kun		
志	シ	SHI	On		
志	こころざ.す	kokoroza.su	Kun		
志	こころざし	kokorozashi	Kun		
私	シ	SHI	On		
私	わたくし	watakushi	Kun		
私	わたし	watashi	Kun		
使	シ	SHI	On		
使	つか.う	tsuka.u	Kun		
刺	シ	SHI	On		
刺	さ.す	sa.su	Kun		
刺	さ.さる	sa.saru	Kun		
始	シ	SHI	On		
始	はじ.める	haji.meru	Kun		
始	はじ.まる	haji.maru	Kun		
姉	シ	SHI	On		
姉	あね	ane	Kun		
枝	シ	SHI	On		
枝	えだ	eda	Kun		
祉	シ	SHI	On		
肢	シ	SHI	On		
姿	シ	SHI	On		
姿	すがた	sugata	Kun		
思	シ	SHI	On		
思	おも.う	omo.u	Kun		
指	シ	SHI	On		
指	ゆび	yubi	Kun		
指	さ.す	sa.su	Kun		
施	シ	SHI	On		
施	セ	SE	On		
施	ほどこ.す	hodoko.su	Kun		
師	シ	SHI	On		
恣	シ	SHI	On		
紙	シ	SHI	On		
紙	かみ	kami	Kun		
脂	シ	SHI	On		
脂	あぶら	abura	Kun		
視	シ	SHI	On		
紫	シ	SHI	On		
紫	むらさき	murasaki	Kun		
詞	シ	SHI	On		
歯	シ	SHI	On		
歯	は	ha	Kun		
嗣	シ	SHI	On		
試	シ	SHI	On		
試	こころ.みる	kokoro.miru	Kun		
試	ため.す	tame.su	Kun		
詩	シ	SHI	On		
資	シ	SHI	On		
飼	シ	SHI	On		
飼	か.う	ka.u	Kun		
誌	シ	SHI	On		
雌	シ	SHI	On		
雌	め	me	Kun		
雌	めす	mesu	Kun		
摯	シ	SHI	On		
賜	シ	SHI	On		
賜	たまわ.る	tamawa.ru	Kun		
諮	シ	SHI	On		
諮	はか.る	haka.ru	Kun		
示	ジ	JI	On		
示	シ	SHI	On		
示	しめ.す	shime.su	Kun		
字	ジ	JI	On		
字	あざ	aza	Kun		
寺	ジ	JI	On		
寺	てら	tera	Kun		
次	ジ	JI	On		
次	シ	SHI	On		
次	つ.ぐ	tsu.gu	Kun		
次	つぎ	tsugi	Kun		
耳	ジ	JI	On		
耳	みみ	mimi	Kun		
自	ジ	JI	On		
自	シ	SHI	On		
自	みずか.ら	mizuka.ra	Kun		
似	ジ	JI	On		
似	に.る	ni.ru	Kun		
児	ジ	JI	On		
児	ニ	NI	On	Y	
事	ジ	JI	On		
事	ズ	ZU	On	Y	
事	こと	koto	Kun		
侍	ジ	JI	On		
侍	さむらい	samurai	Kun		
治	ジ	JI	On		
治	チ	CHI	On		
治	おさ.める	osa.meru	Kun		
治	おさ.まる	osa.maru	Kun		
治	なお.る	nao.ru	Kun		
治	なお.す	nao.su	Kun		
持	ジ	JI	On		
持	も.つ	mo.tsu	Kun		
時	ジ	JI	On		
時	とき	toki	Kun		
滋	ジ	JI	On		
慈	ジ	JI	On		
慈	いつく.しむ	itsuku.shimu	Kun		
辞	ジ	JI	On		
辞	や.める	ya.meru	Kun		
磁	ジ	JI	On		
餌	ジ	JI	On		
餌	えさ	esa	Kun		
餌	え	e	Kun		
璽	ジ	JI	On		
鹿	しか	shika	Kun		
鹿	か	ka	Kun	Y	
式	シキ	SHIKI	On		
識	シキ	SHIKI	On		
軸	ジク	JIKU	On		
七	シチ	SHICHI	On		
七	なな	nana	Kun		
七	なな.つ	nana.tsu	Kun		
七	なの	nano	Kun	Y	
叱	シツ	SHITSU	On		
叱	しか.る	shika.ru	Kun		
失	シツ	SHITSU	On		
失	うしな.う	ushina.u	Kun		
室	シツ	SHITSU	On		
室	むろ	muro	Kun		
疾	シツ	SHITSU	On		
執	シツ	SHITSU	On		
執	シュウ	SHUU	On		
執	と.る	to.ru	Kun		
湿	シツ	SHITSU	On		
湿	しめ.る	shime.ru	Kun		
湿	しめ.す	shime.su	Kun		
嫉	シツ	SHITSU	On		
漆	シツ	SHITSU	On		
漆	うるし	urushi	Kun		
質	シツ	SHITSU	On		
質	シチ	SHICHI	On		
質	チ	CHI	On	Y	
実	ジツ	JITSU	On		
実	み	mi	Kun		
実	みの.る	mino.ru	Kun		
芝	しば	shiba	Kun		
写	シャ	SHA	On		
写	うつ.す	utsu.su	Kun		
写	うつ.る	utsu.ru	Kun		
社	シャ	SHA	On		
社	やしろ	yashiro	Kun		
車	シャ	SHA	On		
車	くるま	kuruma	Kun		
舎	シャ	SHA	On		
者	シャ	SHA	On		
者	もの	mono	Kun		
射	シャ	SHA	On		
射	い.る	i.ru	Kun		
捨	シャ	SHA	On		
捨	す.てる	su.teru	Kun		
赦	シャ	SHA	On		
斜	シャ	SHA	On		
斜	なな.め	nana.me	Kun		
煮	シャ	SHA	On		
煮	に.る	ni.ru	Kun		
煮	に.える	ni.eru	Kun		
煮	に.やす	ni.yasu	Kun		
遮	シャ	SHA	On		
遮	さえぎ.る	saegi.ru	Kun		
謝	シャ	SHA	On		
謝	あやま.る	ayama.ru	Kun		
邪	ジャ	JA	On		
蛇	ジャ	JA	On		
蛇	ダ	DA	On		
蛇	へび	hebi	Kun		
尺	シャク	SHAKU	On		
借	シャク	SHAKU	On		
借	か.りる	ka.riru	Kun		
酌	シャク	SHAKU	On		
酌	く.む	ku.mu	Kun		
釈	シャク	SHAKU	On		
爵	シャク	SHAKU	On		
若	ジャク	JAKU	On		
若	ニャク	NYAKU	On	Y	
若	わか.い	waka.i	Kun		
若	も.しくは	mo.shikuha	Kun		
弱	ジャク	JAKU	On		
弱	よわ.い	yowa.i	Kun		
弱	よわ.る	yowa.ru	Kun		
弱	よわ.まる	yowa.maru	Kun		
弱	よわ.める	yowa.meru	Kun		
寂	ジャク	JAKU	On		
寂	セキ	SEKI	On	Y	
寂	さび	sabi	Kun		
寂	さび.しい	sabi.shii	Kun		
寂	さび.れる	sabi.reru	Kun		
手	シュ	SHU	On		
手	て	te	Kun		
手	た	ta	Kun	Y	
主	シュ	SHU	On		
主	ス	SU	On	Y	
主	ぬし	nushi	Kun		
主	おも	omo	Kun		
守	シュ	SHU	On		
守	ス	SU	On	Y	
守	まも.る	mamo.ru	Kun		
守	も.り	mo.ri	Kun		
朱	シュ	SHU	On		
取	シュ	SHU	On		
取	と.る	to.ru	Kun		
狩	シュ	SHU	On		
狩	か.る	ka.ru	Kun		
狩	か.り	ka.ri	Kun		
首	シュ	SHU	On		
首	くび	kubi	Kun		
殊	シュ	SHU	On		
