Kanji	Reading	Uncommon reading?	Variation of	Example	POS of example
腰	こし			腰だめ	
腰	こし			物腰	
様	ヨウ			様式	
様	ヨウ			様子	
様	ヨウ			模様	
様	さま			様	
様	さま			○○様	
瘍	ヨウ			潰瘍	
瘍	ヨウ			腫瘍	
踊	ヨウ			舞踊	
踊	おど.る			踊る	
踊	おど.り			踊り	
窯	ヨウ			窯業	
窯	かま			窯	
養	ヨウ			養育	
養	ヨウ			養子	
養	ヨウ			休養	
養	やしな.う			養う	
擁	ヨウ			擁護	
擁	ヨウ			擁立	
擁	ヨウ			抱擁	
謡	ヨウ			謡曲	
謡	ヨウ			民謡	
謡	ヨウ			歌謡	
謡	うたい			謡	
謡	うたい			素謡	
謡	うた.う			謡う	
曜	ヨウ			曜日	
曜	ヨウ			七曜表	
曜	ヨウ			日曜	
抑	ヨク			抑圧	
抑	ヨク			抑制	
抑	ヨク			抑揚	
抑	おさ.える			抑える	
抑	おさ.える			抑え	
沃	ヨク			肥沃	
浴	ヨク			浴場	
浴	ヨク			海水浴	
浴	あ.びる			浴びる	
浴	あ.びる			水浴び	
浴	あ.びせる			浴びせる	
欲	ヨク			欲望	
欲	ヨク			食欲	
欲	ヨク			無欲	
欲	ほっ.する			欲する	
欲	ほ.しい			欲しい	
欲	ほ.しい			欲しがる	
翌	ヨク			翌春	
翌	ヨク			翌年	
翌	ヨク			翌々日	
翼	ヨク			左翼	
翼	ヨク			尾翼	
翼	つばさ			翼	
拉	ラ			拉致	
裸	ラ			裸身	
裸	ラ			裸体	
裸	ラ			赤裸々	
裸	はだか			裸	
裸	はだか			丸裸	
羅	ラ			羅列	
羅	ラ			羅針盤	
羅	ラ			網羅	
来	ライ			来年	
来	ライ			来歴	
来	ライ			往来	
来	く.る			来る	
来	く.る			出来心	
来	きた.る			来る○日	
来	きた.す			来す	
雷	ライ			雷雨	
雷	ライ			雷名	
雷	ライ			魚雷	
雷	かみなり			雷	
頼	ライ			依頼	
頼	ライ			信頼	
頼	ライ			無頼漢	
頼	たの.む			頼む	
頼	たの.む			頼み	
頼	たの.もしい			頼もしい	
頼	たよ.る			頼る	
頼	たよ.る			頼り	
絡	ラク			連絡	
絡	ラク			脈絡	
絡	から.む			絡む	
絡	から.む			絡み付く	
絡	から.まる			絡まる	
絡	から.める			絡める	
落	ラク			落語	
落	ラク			落涙	
落	ラク			集落	
落	お.ちる			落ちる	
落	お.ちる			落ち着く	
落	お.とす			落とす	
落	お.とす			力落とし	
酪	ラク			酪農	
辣	ラツ			辣腕	
辣	ラツ			辛辣	
乱	ラン			乱戦	
乱	ラン			混乱	
乱	ラン			反乱	
乱	みだ.れる			乱れる	
乱	みだ.れる			乱れ	
乱	みだ.す			乱す	
卵	ラン			卵黄	
卵	ラン			鶏卵	
卵	ラン			産卵	
卵	たまご			卵	
覧	ラン			観覧	
覧	ラン			展覧	
覧	ラン			一覧	
濫	ラン			濫伐	
濫	ラン			濫費	
濫	ラン			濫用	
藍	ラン			出藍	
藍	あい			藍色	
藍	あい			藍染め	
欄	ラン			欄干	
欄	ラン			欄外	
欄	ラン			空欄	
吏	リ			吏員	
吏	リ			官吏	
吏	リ			能吏	
利	リ			利益	
利	リ			鋭利	
利	リ			勝利	
利	き.く			利く	
利	き.く			左利き	
利	き.く			口利き	
里	リ			里程	
里	リ			郷里	
里	リ			千里眼	
里	さと			里	
里	さと			里心	
里	さと			村里	
理	リ			理科	
理	リ			理由	
理	リ			整理	
痢	リ			疫痢	
痢	リ			下痢	
痢	リ			赤痢	
裏	リ			裏面	
裏	リ			表裏	
裏	うら			裏	
裏	うら			裏口	
履	リ			履歴	
履	リ			履行	
履	リ			弊履	
履	は.く			履く	
履	は.く			履物	
璃	リ			浄瑠璃	
離	リ			離別	
離	リ			距離	
離	リ			分離	
離	はな.れる			離れる	
離	はな.れる			離れ	
離	はな.れる			乳離れ	
離	はな.す			離す	
陸	リク			陸地	
陸	リク			陸橋	
陸	リク			着陸	
立	リツ			立案	
立	リツ			起立	
立	リツ			独立	
立	リュウ	Y		建立	
立	た.つ			立つ	
立	た.つ			立場	
立	た.つ			夕立	
立	た.てる			立てる	
立	た.てる			立て札	
律	リツ			律動	
律	リツ			規律	
律	リツ			法律	
律	リチ	Y		律儀	
慄	リツ			慄然	
慄	リツ			戦慄	
略	リャク			略称	
略	リャク			計略	
略	リャク			侵略	
柳	リュウ			花柳界	
柳	リュウ			川柳	
柳	やなぎ			柳	
柳	やなぎ			柳腰	
流	リュウ			流行	
流	リュウ			流動	
流	リュウ			電流	
流	ル	Y		流布	
流	ル	Y		流転	
流	ル	Y		流罪	
流	なが.れる			流れる	
流	なが.れる			流れ	
流	なが.す			流す	
流	なが.す			流し	
留	リュウ			留意	
留	リュウ			留学	
留	リュウ			保留	
留	ル	Y		留守	
留	と.める			留める	
留	と.める			帯留め	
留	と.まる			留まる	
留	と.まる			歩留まり	
竜	リュウ			竜	
竜	リュウ			竜頭蛇尾	
竜	たつ			竜巻	
粒	リュウ			粒子	
粒	リュウ			粒々辛苦	
粒	つぶ			粒	
粒	つぶ			豆粒	
隆	リュウ			隆起	
隆	リュウ			隆盛	
隆	リュウ			興隆	
硫	リュウ			硫安	
硫	リュウ			硫酸	
硫	リュウ			硫化銀	
侶	リョ			僧侶	
侶	リョ			伴侶	
旅	リョ			旅行	
旅	リョ			旅情	
旅	リョ			旅券	
旅	たび			旅	
旅	たび			旅先	
旅	たび			船旅	
虜	リョ			虜囚	
虜	リョ			捕虜	
慮	リョ			遠慮	
慮	リョ			考慮	
慮	リョ			無慮	
了	リョウ			了解	
了	リョウ			完了	
了	リョウ			校了	
両	リョウ			両親	
両	リョウ			両立	
両	リョウ			千両	
良	リョウ			良好	
良	リョウ			良心	
良	リョウ			優良	
良	よ.い			良い	
料	リョウ			料金	
料	リョウ			料理	
料	リョウ			材料	
涼	リョウ			涼味	
涼	リョウ			清涼剤	
涼	リョウ			納涼	
涼	すず.しい			涼しい	
涼	すず.しい			涼しさ	
涼	すず.む			涼む	
涼	すず.む			夕涼み	
猟	リョウ			猟師	
猟	リョウ			狩猟	
猟	リョウ			渉猟	
陵	リョウ			陵墓	
陵	リョウ			丘陵	
陵	みささぎ			陵	
量	リョウ			量産	
量	リョウ			測量	
量	リョウ			度量	
量	はか.る			量る	
僚	リョウ			僚友	
僚	リョウ			官僚	
僚	リョウ			同僚	
領	リョウ			領土	
領	リョウ			要領	
領	リョウ			大統領	
寮	リョウ			寮生	
寮	リョウ			寮母	
寮	リョウ			独身寮	
療	リョウ			療養	
療	リョウ			医療	
療	リョウ			治療	
瞭	リョウ			明瞭	
糧	リョウ			糧食	
糧	リョウ			糧道	
糧	ロウ	Y		兵糧	
糧	かて			糧	
力	リョク			権力	
力	リョク			努力	
力	リョク			能力	
力	リキ			力量	
力	リキ			力作	
力	リキ			馬力	
力	ちから			力	
力	ちから			力仕事	
力	ちから			底力	
緑	リョク			緑茶	
緑	リョク			緑陰	
緑	リョク			新緑	
緑	ロク	Y		緑青	
緑	みどり			緑	
緑	みどり			薄緑	
林	リン			林業	
林	リン			林立	
林	リン			山林	
林	はやし			林	
林	はやし			松林	
厘	リン			一分一厘	
倫	リン			倫理	
倫	リン			人倫	
倫	リン			絶倫	
輪	リン			輪番	
輪	リン			一輪	
輪	リン			車輪	
輪	わ			輪	
輪	わ			輪切り	
輪	わ			首輪	
隣	リン			隣室	
隣	リン			隣接	
隣	リン			近隣	
隣	とな.る			隣り合う	
隣	となり			隣	
隣	となり			両隣	
臨	リン			臨時	
臨	リン			臨床	
臨	リン			君臨	
臨	のぞ.む			臨む	
瑠	ル			浄瑠璃	
涙	ルイ			感涙	
涙	ルイ			声涙	
涙	ルイ			落涙	
涙	なみだ			涙	
涙	なみだ			涙ぐむ	
涙	なみだ			涙ぐましい	
累	ルイ			累計	
累	ルイ			累積	
累	ルイ			係累	
塁	ルイ			塁審	
塁	ルイ			敵塁	
塁	ルイ			土塁	
類	ルイ			類型	
類	ルイ			種類	
類	ルイ			分類	
類	たぐ.い			類い	
類	たぐ.い			○○の類い	
令	レイ			令嬢	
令	レイ			法令	
令	レイ			命令	
礼	レイ			礼儀	
礼	レイ			謝礼	
礼	レイ			無礼	
礼	ライ			礼賛	
礼	ライ			礼拝	
冷	レイ			冷却	
冷	レイ			冷淡	
冷	レイ			寒冷	
冷	つめ.たい			冷たい	
冷	つめ.たい			冷たさ	
冷	ひ.える			冷える	
