Kanji	Reading	Uncommon reading?	Variation of	Example	POS of example
触	ふ.れる			触れる	
触	さわ.る			触る	
嘱	ショク			嘱託	
嘱	ショク			委嘱	
織	ショク			織機	
織	ショク			染織	
織	ショク			紡織	
織	シキ			組織	
織	お.る			織る	
織	お.る			織物	
職	ショク			職業	
職	ショク			職務	
職	ショク			就職	
辱	ジョク			恥辱	
辱	ジョク			雪辱	
辱	ジョク			屈辱	
辱	はずかし.める			辱める	
辱	はずかし.める			辱め	
尻	しり			尻	
尻	しり			尻込み	
尻	しり			目尻	
心	シン			心身	
心	シン			感心	
心	シン			中心	
心	こころ			心	
心	こころ			心得る	
心	こころ			親心	
申	シン			申告	
申	シン			申請	
申	シン			内申書	
申	もう.す			申す	
申	もう.す			申し上げる	
伸	シン			伸縮	
伸	シン			屈伸	
伸	シン			追伸	
伸	の.びる			伸びる	
伸	の.びる			背伸び	
伸	の.ばす			伸ばす	
伸	の.べる			伸べる	
臣	シン			臣下	
臣	シン			君臣	
臣	ジン			大臣	
芯	シン			芯	
身	シン			身体	
身	シン			単身	
身	シン			等身大	
身	み			身	
身	み			身内	
身	み			親身	
辛	シン			辛苦	
辛	シン			辛酸	
辛	シン			香辛料	
辛	から.い			辛い	
辛	から.い			辛み	
辛	から.い			辛うじて	
侵	シン			侵入	
侵	シン			侵害	
侵	シン			不可侵	
侵	おか.す			侵す	
信	シン			信用	
信	シン			信頼	
信	シン			通信	
津	シン			興味津々	
津	つ			津波	
津	つ			津々浦々	
神	シン			神聖	
神	シン			神経	
神	シン			精神	
神	ジン			神社	
神	ジン			神宮	
神	ジン			神通力	
神	かみ			神	
神	かみ			神様	
神	かみ			貧乏神	
神	かん	Y		神主	
神	こう	Y		神々しい	
唇	シン			口唇	
唇	くちびる			唇	
娠	シン			妊娠	
振	シン			振動	
振	シン			振興	
振	シン			不振	
振	ふ.る			振る	
振	ふ.る			振り	
振	ふ.るう			振るう	
振	ふ.れる			振れる	
浸	シン			浸水	
浸	シン			浸透	
浸	ひた.す			浸す	
浸	ひた.す			水浸し	
浸	ひた.る			浸る	
真	シン			真偽	
真	シン			写真	
真	シン			純真	
真	ま			真南	
真	ま			真新しい	
真	ま			真っ先	
真	ま			真ん中	
針	シン			針路	
針	シン			運針	
針	シン			秒針	
針	はり			針	
針	はり			針金	
深	シン			深山	
深	シン			深夜	
深	シン			水深	
深	ふか.い			深い	
深	ふか.い			深入り	
深	ふか.い			深み	
深	ふか.まる			深まる	
深	ふか.める			深める	
紳	シン			紳士	
進	シン			進級	
進	シン			進言	
進	シン			前進	
進	すす.む			進む	
進	すす.む			進み	
進	すす.める			進める	
森	シン			森林	
森	シン			森閑	
森	シン			森厳	
森	もり			森	
診	シン			診察	
診	シン			診療	
診	シン			往診	
診	み.る			診る	
寝	シン			寝室	
寝	シン			寝具	
寝	シン			就寝	
寝	ね.る			寝る	
寝	ね.る			寝入る	
寝	ね.る			昼寝	
寝	ね.かす			寝かす	
慎	シン			慎重	
慎	シン			謹慎	
慎	つつし.む			慎む	
慎	つつし.む			慎み	
新	シン			新旧	
新	シン			新聞	
新	シン			革新	
新	あたら.しい			新しい	
新	あたら.しい			新しさ	
新	あたら.しい			新しがる	
新	あら.た			新ただ	
新	にい			新妻	
新	にい			新盆	
審	シン			審判	
審	シン			審議	
審	シン			不審	
震	シン			震動	
震	シン			震災	
震	シン			地震	
震	ふる.う			震う	
震	ふる.う			身震い	
震	ふる.える			震える	
震	ふる.える			震え	
薪	シン			薪炭	
薪	シン			薪水	
薪	たきぎ			薪	
親	シン			親族	
親	シン			親友	
親	シン			肉親	
親	おや			親	
親	おや			親子	
親	おや			父親	
親	した.しい			親しい	
親	した.しい			親しさ	
親	した.しむ			親しむ	
人	ジン			人道	
人	ジン			人員	
人	ジン			成人	
人	ニン			人間	
人	ニン			人情	
人	ニン			人形	
人	ひと			人	
人	ひと			人手	
人	ひと			旅人	
刃	ジン			白刃	
刃	ジン			凶刃	
刃	ジン			自刃	
刃	は			刃	
刃	は			刃物	
刃	は			両刃	
仁	ジン			仁義	
仁	ジン			仁術	
仁	ニ	Y		仁王	
尽	ジン			尽力	
尽	ジン			無尽蔵	
尽	つ.くす			尽くす	
尽	つ.くす			心尽くし	
尽	つ.きる			尽きる	
尽	つ.かす			愛想を尽かす	
迅	ジン			迅速	
迅	ジン			疾風迅雷	
甚	ジン			甚大	
甚	ジン			激甚	
甚	ジン			幸甚	
甚	はなは.だ			甚だ	
甚	はなは.だしい			甚だしい	
陣	ジン			陣頭	
陣	ジン			陣痛	
陣	ジン			円陣	
尋	ジン			尋問	
尋	ジン			尋常	
尋	ジン			千尋	
尋	たず.ねる			尋ねる	
尋	たず.ねる			尋ね人	
腎	ジン			腎臓	
腎	ジン			肝腎	
須	ス			必須	
図	ズ			図画	
図	ズ			図表	
図	ズ			地図	
図	ト			図書	
図	ト			意図	
図	ト			壮図	
図	はか.る			図る	
水	スイ			水分	
水	スイ			水陸	
水	スイ			海水	
水	みず			水	
水	みず			水色	
水	みず			水浴び	
吹	スイ			吹奏	
吹	スイ			吹鳴	
吹	スイ			鼓吹	
吹	ふ.く			吹く	
垂	スイ			垂直	
垂	スイ			懸垂	
垂	スイ			胃下垂	
垂	た.れる			垂れる	
垂	た.れる			雨垂れ	
垂	た.らす			垂らす	
炊	スイ			炊事	
炊	スイ			自炊	
炊	スイ			雑炊	
炊	た.く			炊く	
炊	た.く			飯炊き	
帥	スイ			統帥	
帥	スイ			元帥	
粋	スイ			粋人	
粋	スイ			純粋	
粋	スイ			精粋	
粋	いき			粋	
衰	スイ			衰弱	
衰	スイ			盛衰	
衰	スイ			老衰	
衰	おとろ.える			衰える	
衰	おとろ.える			衰え	
推	スイ			推進	
推	スイ			推薦	
推	お.す			推す	
酔	スイ			酔漢	
酔	スイ			麻酔	
酔	スイ			心酔	
酔	よ.う			酔う	
酔	よ.う			酔い	
酔	よ.う			二日酔い	
遂	スイ			遂行	
遂	スイ			未遂	
遂	スイ			完遂	
遂	と.げる			遂げる	
睡	スイ			睡眠	
睡	スイ			熟睡	
睡	スイ			午睡	
穂	スイ			穂状	
穂	スイ			出穂期	
穂	ほ			穂	
穂	ほ			稲穂	
随	ズイ			随行	
随	ズイ			随意	
随	ズイ			追随	
髄	ズイ			骨髄	
髄	ズイ			脳髄	
髄	ズイ			真髄	
枢	スウ			枢軸	
枢	スウ			枢要	
枢	スウ			中枢	
崇	スウ			崇拝	
崇	スウ			崇高	
数	スウ			数字	
数	スウ			数量	
数	スウ			年数	
数	ス	Y		人数	
数	かず			数	
数	かぞ.える			数える	
数	かぞ.える			数え年	
据	す.える			据える	
据	す.える			据え置く	
据	す.わる			据わる	
据	す.わる			据わり	
杉	すぎ			杉	
杉	すぎ			杉並木	
裾	すそ			裾	
裾	すそ			裾野	
寸	スン			寸法	
寸	スン			寸暇	
寸	スン			一寸先	
瀬	せ			瀬	
瀬	せ			浅瀬	
瀬	せ			立つ瀬	
是	ゼ			是非	
是	ゼ			是認	
是	ゼ			国是	
井	セイ			油井	
井	セイ			市井	
井	ショウ	Y		天井	
井	い			井戸	
世	セイ			世紀	
世	セイ			時世	
世	セイ			処世	
世	セ			世界	
世	セ			世間	
世	セ			出世	
世	よ			世	
世	よ			世の中	
正	セイ			正義	
正	セイ			正誤	
正	セイ			訂正	
正	ショウ			正直	
正	ショウ			正面	
正	ショウ			正月	
正	ただ.しい			正しい	
正	ただ.しい			正しさ	
正	ただ.す			正す	
正	まさ			正に	
正	まさ			正夢	
生	セイ			生活	
生	セイ			発生	
生	セイ			先生	
生	ショウ			生滅	
生	ショウ			一生	
生	ショウ			誕生	
生	い.きる			生きる	
生	い.きる			長生き	
生	い.かす			生かす	
生	い.ける			生ける	
生	い.ける			生け捕り	
生	う.まれる			生まれる	
生	う.まれる			生まれ	
生	う.む			生む	
生	お.う			生い立ち	
生	お.う			生い茂る	
生	は.える			生える	
生	は.える			芽生える	
生	は.やす			生やす	
生	き			生糸	
生	き			生地	
生	き			生一本	
生	なま			生の野菜	
生	なま			生水	
生	なま			生々しい	
成	セイ			成功	
成	セイ			完成	
成	セイ			賛成	
成	ジョウ	Y		成就	
成	ジョウ	Y		成仏	
成	な.る			成る	
成	な.る			成り立つ	
成	な.す			成す	
成	な.す			成し遂げる	
西	セイ			西暦	
西	セイ			西部	
西	セイ			北西	
西	サイ			西国	
西	サイ			東西	
西	にし			西	
西	にし			西日	
声	セイ			声楽	
声	セイ			声援	
声	セイ			名声	
声	ショウ	Y		大音声	
声	こえ			声	
声	こえ			呼び声	
声	こえ			歌声	
声	こわ	Y		声色	
制	セイ			制度	
制	セイ			制限	
制	セイ			統制	
姓	セイ			姓名	
姓	セイ			改姓	
姓	セイ			同姓	
姓	ショウ			百姓	
征	セイ			征服	
征	セイ			遠征	
征	セイ			出征	
性	セイ			性質	
性	セイ			理性	
性	セイ			男性	
性	ショウ			性分	
性	ショウ			相性	
性	ショウ			根性	
青	セイ			青天	
青	セイ			青銅	
青	セイ			青年	
青	ショウ	Y		緑青	
青	ショウ	Y		紺青	
青	ショウ	Y		群青	
青	あお			青	
青	あお			青ざめる	
青	あお.い			青い	
青	あお.い			青さ	
斉	セイ			斉唱	
斉	セイ			一斉	
政	セイ			政治	
政	セイ			行政	
政	セイ			家政	
政	ショウ	Y		摂政	
政	まつりごと			政	
星	セイ			星座	
星	セイ			流星	
星	セイ			衛星	
星	ショウ	Y		明星	
星	ほし			星	
星	ほし			黒星	
牲	セイ			犠牲	
省	セイ			反省	
省	セイ			内省	
省	セイ			帰省	
省	ショウ			省略	
省	ショウ			各省	
省	かえり.みる			省みる	
省	はぶ.く			省く	
凄	セイ			凄惨	
凄	セイ			凄絶	
逝	セイ			逝去	
逝	セイ			急逝	
逝	セイ			長逝	
逝	ゆ.く			逝く	
逝	い.く			逝く	
清	セイ			清潔	
清	セイ			清算	
清	セイ			粛清	
清	ショウ	Y		六根清浄	
清	きよ.い			清い	
清	きよ.い			清らかだ	
清	きよ.まる			清まる	
清	きよ.める			清める	
盛	セイ			盛大	
盛	セイ			隆盛	
盛	セイ			全盛	
盛	ジョウ	Y		繁盛	
盛	も.る			盛る	
盛	も.る			盛り上がる	
盛	さか.る			燃え盛る	
盛	さか.る			盛り	
盛	さか.る			花盛り	
盛	さか.ん			盛んだ	
盛	さか.ん			盛んに	
婿	セイ			女婿	
婿	むこ			婿	
婿	むこ			花婿	
晴	セイ			晴天	
晴	セイ			晴雨	
晴	セイ			快晴	
晴	は.れる			晴れる	
晴	は.れる			晴れ	
晴	は.れる			晴れやかだ	
晴	は.らす			晴らす	
晴	は.らす			気晴らし	
勢	セイ			勢力	
勢	セイ			優勢	
勢	セイ			情勢	
勢	いきお.い			勢い	
聖	セイ			聖書	
聖	セイ			聖人	
聖	セイ			神聖	
誠	セイ			誠実	
誠	セイ			誠意	
誠	セイ			至誠	
誠	まこと			誠	
誠	まこと			誠に	
精	セイ			精米	
精	セイ			精密	
精	セイ			精力	
精	ショウ	Y		精進	
精	ショウ	Y		不精	
製	セイ			製造	
製	セイ			製鉄	
製	セイ			鉄製	
誓	セイ			誓約	
誓	セイ			誓詞	
誓	セイ			宣誓	
誓	ちか.う			誓う	
誓	ちか.う			誓い	
静	セイ			静止	
静	セイ			静穏	
静	セイ			安静	
静	ジョウ	Y		静脈	
静	しず			静々と	
静	しず			静けさ	
静	しず.か			静かだ	
静	しず.まる			静まる	
静	しず.める			静める	
請	セイ			請求	
請	セイ			請願	
請	セイ			申請	
請	シン	Y		普請	
請	こ.う			請う	
請	うけ.る			請負	
請	う.ける			請ける	
請	う.ける			下請け	
整	セイ			整理	
整	セイ			整列	
整	セイ			調整	
整	ととの.える			整える	
整	ととの.う			整う	
醒	セイ			覚醒	
税	ゼイ			税金	
税	ゼイ			免税	
税	ゼイ			関税	
夕	セキ			今夕	
夕	セキ			一朝一夕	
夕	ゆう			夕方	
夕	ゆう			夕日	
夕	ゆう			夕べ	
斥	セキ			斥候	
斥	セキ			排斥	
石	セキ			石材	
石	セキ			岩石	
石	セキ			宝石	
石	シャク	Y		磁石	
石	コク	Y		石高	
石	コク	Y		千石船	
石	いし			石	
石	いし			小石	
赤	セキ			赤道	
赤	セキ			赤貧	
赤	セキ			発赤	
赤	シャク	Y		赤銅	
赤	あか			赤	
赤	あか			赤字	
赤	あか			赤ん坊	
赤	あか.い			赤い	
赤	あか.らむ			赤らむ	
赤	あか.らめる			赤らめる	
昔	セキ			昔日	
昔	セキ			昔年	
昔	セキ			昔時	
昔	シャク	Y		今昔	
昔	むかし			昔	
昔	むかし			昔話	
析	セキ			析出	
析	セキ			分析	
析	セキ			解析	
席	セキ			席上	
席	セキ			座席	
席	セキ			出席	
脊	セキ			脊髄	
脊	セキ			脊柱	
隻	セキ			隻手	
隻	セキ			数隻	
惜	セキ			惜敗	
惜	セキ			痛惜	
惜	セキ			愛惜	
惜	お.しい			惜しい	
惜	お.しむ			惜しむ	
惜	お.しむ			負け惜しみ	
戚	セキ			親戚	
責	セキ			責務	
責	セキ			責任	
責	セキ			職責	
責	せ.める			責める	
責	せ.める			責め	
跡	セキ			追跡	
跡	セキ			旧跡	
跡	セキ			遺跡	
跡	あと			跡	
跡	あと			足跡	
跡	あと			屋敷跡	
積	セキ			積雪	
積	セキ			蓄積	
積	セキ			面積	
積	つ.む			積む	
積	つ.む			下積み	
積	つ.もる			積もる	
積	つ.もる			見積書	
績	セキ			紡績	
績	セキ			成績	
績	セキ			業績	
籍	セキ			書籍	
籍	セキ			戸籍	
籍	セキ			本籍	
切	セツ			切断	
切	セツ			親切	
切	セツ			切に	
切	サイ	Y		一切	
切	き.る			切る	
切	き.れる			切れる	
折	セツ			折衷	
折	セツ			折衝	
折	セツ			屈折	
折	お.る			折る	
折	お.る			折り紙	
折	お.る			折り箱	
折	おり			折	
折	おり			する折	Suffix
折	お.れる			折れる	
折	お.れる			名折れ	
拙	セツ			拙劣	
拙	セツ			拙速	
拙	セツ			巧拙	
拙	つたな.い			拙い	
窃	セツ			窃盗	
窃	セツ			窃取	
接	セツ			接触	
接	セツ			接待	
接	セツ			直接	
接	つ.ぐ			接ぐ	
接	つ.ぐ			接ぎ木	
接	つ.ぐ			骨接ぎ	
設	セツ			設立	
設	セツ			設備	
設	セツ			建設	
設	もう.ける			設ける	
雪	セツ			雪辱	
雪	セツ			降雪	
雪	セツ			積雪	
雪	ゆき			雪	
雪	ゆき			雪解け	
雪	ゆき			初雪	
摂	セツ			摂取	
摂	セツ			摂生	
節	セツ			節約	
節	セツ			季節	
節	セツ			関節	
節	セチ	Y		お節料理	
節	ふし			節	
節	ふし			節穴	
説	セツ			説明	
説	セツ			小説	
説	セツ			演説	
説	ゼイ	Y		遊説	
説	と.く			説く	
舌	ゼツ			舌端	
舌	ゼツ			弁舌	
舌	ゼツ			筆舌	
舌	した			舌	
舌	した			猫舌	
舌	した			二枚舌	
絶	ゼツ			絶妙	
絶	ゼツ			絶食	
絶	ゼツ			断絶	
絶	た.える			絶える	
絶	た.やす			絶やす	
絶	た.つ			絶つ	
千	セン			千円	
千	セン			千人力	
千	セン			千差万別	
千	ち			千草	
千	ち			千々に	
川	セン			川柳	
川	セン			河川	
川	かわ			川	
川	かわ			川岸	
川	かわ			小川	
仙	セン			仙骨	
仙	セン			仙人	
仙	セン			酒仙	
占	セン			占拠	
占	セン			占星術	
占	セン			独占	
占	し.める			占める	
占	し.める			買い占め	
占	うらな.う			占う	
占	うらな.う			占い	
先	セン			先方	
先	セン			先生	
先	セン			率先	
先	さき			先	
先	さき			先立つ	
宣	セン			宣言	
宣	セン			宣誓	
宣	セン			宣伝	
専	セン			専門	
専	セン			専属	
専	セン			専用	
専	もっぱ.ら			専ら	
泉	セン			泉水	
泉	セン			源泉	
泉	セン			温泉	
泉	いずみ			泉	
浅	セン			浅薄	
浅	セン			浅学	
浅	セン			深浅	
浅	あさ.い			浅い	
浅	あさ.い			浅瀬	
浅	あさ.い			遠浅	
洗	セン			洗面	
洗	セン			洗練	
洗	セン			洗剤	
洗	あら.う			洗う	
染	セン			染色	
染	セン			染料	
染	セン			汚染	
染	そ.める			染める	
染	そ.める			染め物	
染	そ.まる			染まる	
染	し.みる			染みる	
染	し.みる			油染みる	
染	し.み			染み	
染	し.み			染み抜き	
扇	セン			扇子	
扇	セン			扇風機	
扇	セン			扇状地	
扇	おうぎ			扇	
扇	おうぎ			舞扇	
栓	セン			栓	
栓	セン			給水栓	
栓	セン			消火栓	
旋	セン			旋回	
旋	セン			旋律	
旋	セン			周旋	
船	セン			船舶	
船	セン			乗船	
船	セン			汽船	
船	ふね			船	
船	ふね			大船	
船	ふね			親船	
船	ふな	Y		船旅	
船	ふな	Y		船賃	
戦	セン			戦争	
戦	セン			苦戦	
戦	セン			論戦	
戦	いくさ			戦	
戦	いくさ			勝ち戦	
戦	たたか.う			戦う	
戦	たたか.う			戦い	
煎	セン			煎茶	
煎	い.る			煎る	
煎	い.る			煎り豆	
羨	セン			羨望	
羨	うらや.む			羨む	
羨	うらや.ましい			羨ましい	
腺	セン			前立腺	
腺	セン			涙腺	
詮	セン			詮索	
詮	セン			所詮	
践	セン			実践	
箋	セン			処方箋	
箋	セン			便箋	
銭	セン			銭湯	
銭	セン			金銭	
銭	ぜに			銭	
銭	ぜに			銭入れ	
銭	ぜに			小銭	
潜	セン			潜水	
潜	セン			潜在的	
潜	セン			沈潜	
潜	ひそ.む			潜む	
潜	もぐ.る			潜る	
潜	もぐ.る			潜り込む	
線	セン			線路	
線	セン			点線	
線	セン			光線	
遷	セン			遷延	
遷	セン			遷都	
遷	セン			変遷	
選	セン			選択	
選	セン			選挙	
選	セン			当選	
選	えら.ぶ			選ぶ	
薦	セン			推薦	
薦	セン			自薦	
薦	すす.める			薦める	
繊	セン			繊細	
繊	セン			繊維	
繊	セン			化繊	
鮮	セン			鮮魚	
鮮	セン			鮮明	
鮮	セン			新鮮	
鮮	あざ.やか			鮮やかだ	
全	ゼン			全部	
全	ゼン			全国	
全	ゼン			完全	
全	まった.く			全く	
全	まった.く			全うする	
全	すべ.て			全て	
前	ゼン			前後	
前	ゼン			以前	
前	ゼン			空前	
前	まえ			前	
前	まえ			前向き	
前	まえ			名前	
善	ゼン			善悪	
善	ゼン			善処	
善	ゼン			慈善	
善	よ.い			善い	
然	ゼン			当然	
然	ゼン			自然	
然	ゼン			必然	
然	ネン			天然	
禅	ゼン			禅宗	
禅	ゼン			禅寺	
禅	ゼン			座禅	
漸	ゼン			漸次	
漸	ゼン			漸進的	
漸	ゼン			東漸	
膳	ゼン			膳	
膳	ゼン			配膳	
繕	ゼン			修繕	
繕	ゼン			営繕	
繕	つくろ.う			繕う	
繕	つくろ.う			繕い	
狙	ソ			狙撃	
狙	ねら.う			狙う	
狙	ねら.う			狙い	
阻	ソ			阻止	
阻	ソ			阻害	
阻	ソ			険阻	
阻	はば.む			阻む	
祖	ソ			祖父	
祖	ソ			祖述	
祖	ソ			元祖	
租	ソ			租税	
租	ソ			公租公課	
素	ソ			素材	
素	ソ			元素	
素	ソ			平素	
素	ス			素顔	
素	ス			素手	
素	ス			素性	
措	ソ			措置	
措	ソ			措辞	
措	ソ			挙措	
粗	ソ			粗密	
粗	ソ			粗野	
粗	ソ			精粗	
粗	あら.い			粗い	
組	ソ			組織	
組	ソ			組成	
組	ソ			改組	
組	く.む			組む	
組	く.む			組み込む	
組	くみ			組	
組	くみ			組長	
組	くみ			赤組	
疎	ソ			疎密	
疎	ソ			疎外	
疎	ソ			親疎	
疎	うと.い			疎い	
疎	うと.む			疎む	
疎	うと.む			疎ましい	
訴	ソ			訴訟	
訴	ソ			告訴	
訴	ソ			哀訴	
訴	うった.える			訴える	
訴	うった.える			訴え	
塑	ソ			塑像	
塑	ソ			彫塑	
塑	ソ			可塑性	
遡	ソ			遡及	
遡	ソ			遡上	
遡	さかのぼ.る			遡る	
礎	ソ			礎石	
礎	ソ			基礎	
礎	ソ			定礎	
礎	いしずえ			礎	
双	ソウ			双肩	
双	ソウ			双方	
双	ソウ			無双	
双	ふた			双子	
双	ふた			双葉	
壮	ソウ			壮大	
壮	ソウ			壮健	
壮	ソウ			強壮	
早	ソウ			早朝	
早	ソウ			早晩	
早	ソウ			早々に	
早	サッ	Y		早速	
早	サッ	Y		早急	
早	はや.い			早い	
早	はや.い			早口	
早	はや.い			素早い	
早	はや.まる			早まる	
早	はや.める			早める	
争	ソウ			争議	
争	ソウ			競争	
争	ソウ			紛争	
争	あらそ.う			争う	
争	あらそ.う			争い	
走	ソウ			走行	
走	ソウ			競走	
走	ソウ			滑走	
走	はし.る			走る	
走	はし.る			先走る	
奏	ソウ			奏楽	
奏	ソウ			演奏	
奏	ソウ			合奏	
奏	かな.でる			奏でる	
相	ソウ			相当	
相	ソウ			相談	
相	ソウ			真相	
相	ショウ			首相	
相	ショウ			宰相	
相	あい			相手	
相	あい			相宿	
荘	ソウ			荘厳	
荘	ソウ			荘重	
荘	ソウ			別荘	
草	ソウ			草案	
草	ソウ			雑草	
草	ソウ			牧草	
草	くさ			草	
草	くさ			草花	
草	くさ			語り草	
送	ソウ			送別	
送	ソウ			放送	
送	ソウ			運送	
送	おく.る			送る	
送	おく.る			見送り	
倉	ソウ			倉庫	
倉	ソウ			穀倉	
倉	くら			倉	
倉	くら			倉敷料	
捜	ソウ			捜索	
捜	ソウ			捜査	
捜	さが.す			捜す	
挿	ソウ			挿入	
挿	ソウ			挿話	
挿	さ.す			挿す	
挿	さ.す			挿絵	
挿	さ.す			挿し木	
桑	ソウ			桑園	
桑	くわ			桑	
桑	くわ			桑畑	
巣	ソウ			営巣	
巣	ソウ			卵巣	
巣	ソウ			病巣	
巣	す			巣	
巣	す			巣箱	
巣	す			巣立つ	
掃	ソウ			掃除	
掃	ソウ			清掃	
掃	ソウ			一掃	
掃	は.く			掃く	
曹	ソウ			法曹	
曹	ソウ			法曹界	
曹	ソウ			陸曹	
曽	ソウ			曽祖父	
曽	ソウ			曽孫	
曽	ゾ	Y		未曽有	
爽	ソウ			爽快	
爽	さわ.やか			爽やかだ	
窓	ソウ			車窓	
窓	ソウ			同窓	
窓	ソウ			深窓	
窓	まど			窓	
窓	まど			窓口	
窓	まど			出窓	
創	ソウ			創造	
創	ソウ			独創	
創	ソウ			刀創	
創	つく.る			創る	
喪	ソウ			喪失	
喪	も			喪	
喪	も			喪服	
喪	も			喪主	
痩	ソウ			痩身	
痩	や.せる			痩せる	
葬	ソウ			葬儀	
葬	ソウ			埋葬	
葬	ソウ			会葬	
葬	ほうむ.る			葬る	
装	ソウ			装置	
装	ソウ			服装	
装	ソウ			変装	
装	ショウ			装束	
装	ショウ			衣装	
装	よそお.う			装う	
装	よそお.う			装い	
僧	ソウ			僧院	
僧	ソウ			高僧	
僧	ソウ			尼僧	
想	ソウ			想像	
想	ソウ			感想	
想	ソウ			予想	
想	ソ	Y		愛想	
層	ソウ			層雲	
層	ソウ			高層	
層	ソウ			断層	
総	ソウ			総合	
総	ソウ			総意	
総	ソウ			総括	
遭	ソウ			遭遇	
遭	ソウ			遭難	
遭	あ.う			遭う	
槽	ソウ			水槽	
槽	ソウ			浴槽	
踪	ソウ			失踪	
操	ソウ			操縦	
操	ソウ			操作	
操	ソウ			節操	
操	みさお			操	
操	あやつ.る			操る	
操	あやつ.る			操り人形	
燥	ソウ			乾燥	
燥	ソウ			焦燥	
燥	ソウ			高燥	
霜	ソウ			霜害	
霜	ソウ			晩霜	
霜	しも			霜	
霜	しも			霜柱	
霜	しも			初霜	
騒	ソウ			騒動	
騒	ソウ			騒音	
騒	ソウ			物騒	
騒	さわ.ぐ			騒ぐ	
騒	さわ.ぐ			騒ぎ	
騒	さわ.ぐ			騒がしい	
藻	ソウ			藻類	
藻	ソウ			海藻	
藻	ソウ			詞藻	
藻	も			藻	
造	ゾウ			造船	
造	ゾウ			造花	
造	ゾウ			構造	
造	つく.る			造る	
像	ゾウ			肖像	
像	ゾウ			現像	
像	ゾウ			想像	
増	ゾウ			増減	
増	ゾウ			増加	
増	ゾウ			激増	
増	ま.す			増す	
増	ま.す			水増し	
増	ふ.える			増える	
増	ふ.やす			増やす	
憎	ゾウ			憎悪	
憎	ゾウ			愛憎	
憎	にく.む			憎む	
憎	にく.い			憎い	
憎	にく.い			憎さ	
憎	にく.らしい			憎らしい	
憎	にく.しみ			憎しみ	
蔵	ゾウ			蔵書	
蔵	ゾウ			貯蔵	
蔵	ゾウ			土蔵	
蔵	くら			蔵	
蔵	くら			酒蔵	
贈	ゾウ			贈与	
贈	ゾウ			贈呈	
贈	ゾウ			贈答	
贈	ソウ	Y		寄贈	
贈	おく.る			贈る	
贈	おく.る			贈り物	
臓	ゾウ			臓器	
臓	ゾウ			内臓	
臓	ゾウ			心臓	
即	ソク			即応	
即	ソク			即席	
即	ソク			即興	
束	ソク			束縛	
束	ソク			結束	
束	ソク			約束	
束	たば			束	
束	たば			花束	
束	たば			束ねる	
足	ソク			足跡	
足	ソク			遠足	
足	ソク			補足	
足	あし			足	
足	あし			足音	
足	あし			素足	
足	た.りる			足りる	
足	た.る			舌足らず	
足	た.す			足す	
促	ソク			促進	
促	ソク			促成	
促	ソク			催促	
促	うなが.す			促す	
則	ソク			法則	
則	ソク			鉄則	
則	ソク			変則	
息	ソク			休息	
息	ソク			消息	
息	ソク			子息	
息	いき			息	
息	いき			息巻く	
息	いき			吐息	
捉	ソク			捕捉	
捉	とら.える			捉える	
速	ソク			速度	
速	ソク			敏速	
速	ソク			時速	
速	はや.い			速い	
速	はや.い			速さ	
速	はや.める			速める	
速	はや.まる			速まる	
速	すみ.やか			速やかだ	
側	ソク			側面	
側	ソク			側近	
側	ソク			側壁	
側	がわ			側	
側	がわ			裏側	
側	がわ			片側	
測	ソク			測量	
測	ソク			目測	
測	ソク			推測	
測	はか.る			測る	
俗	ゾク			俗事	
俗	ゾク			風俗	
俗	ゾク			民俗	
族	ゾク			一族	
族	ゾク			家族	
族	ゾク			民族	
属	ゾク			属性	
属	ゾク			従属	
属	ゾク			金属	
賊	ゾク			賊軍	
賊	ゾク			盗賊	
続	ゾク			続出	
続	ゾク			続行	
続	ゾク			連続	
続	つづ.く			続く	
続	つづ.く			続き	
続	つづ.ける			続ける	
卒	ソツ			卒業	
卒	ソツ			卒中	
卒	ソツ			兵卒	
率	ソツ			率先	
率	ソツ			引率	
率	ソツ			軽率	
率	リツ			比率	
率	リツ			能率	
率	リツ			百分率	
率	ひき.いる			率いる	
存	ソン			存在	
存	ソン			存続	
存	ソン			既存	
存	ゾン			存分	
存	ゾン			保存	
存	ゾン			存じます	
村	ソン			村長	
村	ソン			村落	
村	ソン			農村	
村	むら			村	
村	むら			村里	
村	むら			村芝居	
孫	ソン			子孫	
孫	ソン			嫡孫	
孫	まご			孫	
尊	ソン			尊敬	
尊	ソン			尊大	
尊	ソン			本尊	
尊	たっと.い			尊い	
尊	とうと.い			尊い	
尊	たっと.ぶ			尊ぶ	
尊	とうと.ぶ			尊ぶ	
損	ソン			損失	
損	ソン			欠損	
損	ソン			破損	
損	そこ.なう			損なう	
損	そこ.なう			見損なう	
損	そこ.ねる			損ねる	
遜	ソン			謙遜	
遜	ソン			不遜	
他	タ			他国	
他	タ			自他	
他	タ			排他的	
他	ほか			他	
他	ほか			○○の他	
多	タ			多少	
多	タ			多数	
多	タ			雑多	
多	おお.い			多い	
汰	タ			沙汰	
打	ダ			打撃	
打	ダ			打破	
打	ダ			乱打	
打	う.つ			打つ	
妥	ダ			妥当	
妥	ダ			妥結	
妥	ダ			妥協	
唾	ダ			唾液	
唾	ダ			唾棄	
唾	つば			唾	
唾	つば			眉唾	
堕	ダ			堕落	
惰	ダ			惰眠	
惰	ダ			惰気	
惰	ダ			怠惰	
